year,month,day,author,title,abstract
2022,12,6,Masha Kyuseva (Surrey Morphology Group),Semantic factors in case loss: the Serbian-Bulgarian dialectal continuum,"Over time there has been a dramatic loss of rich case systems across languages of Europe. The analysis of historical texts has revealed the general picture about how this process occurred, yet the details of how it was implemented largely elude us. In particular, what happens to the case meanings when the morphological form falls out of use? Are they all expressed by an alternative form? Do they merge with the meanings of another case? Or is the unity of meanings that was supported by a common inflectional form completely dismantled? To answer these questions, we propose to look at data where this change is still taking place, namely within the South Slavonic dialect continuum formed by Serbian and Bulgarian. We focus on the decline of one case, the instrumental, in its non-prepositionally governed uses. Our analysis shows that the meanings of the instrumental are not covered by one alternative means of expression, but are split over a number of different prepositional constructions. The choice of prepositions is not random and is largely determined by functions of the original case form. This suggests that this case has no unified meaning (contra Jakobson 1936), and behaves more like a contingent cluster of functions. Reading Group: Poplack, S., & Levey, S. (2010). Contact-induced grammatical change: A cautionary tale. Language and space: An international handbook of linguistic variation, 1, 391-419."
2022,11,29,Alina Russkikh (HSE University),Functions of additive particle =lo in Zilo Andi (in the wake of the fieldtrip in September 2022),"In this talk, I am going to discuss the results of my recent fieldtrip to the village of Zilo (Daghestan) aimed at researching the functions of the additive particle =lo in Zilo Andi (< Andic < Nakh-Daghestanian). In existing descriptions (Verhees 2019, Maisak 2021) for other Upper Andi varieties (predominantly of the villages of Andi, Gagatli and Rikvani), it is shown that besides typologically common functions of additive particles (such as additive, scalar additive, concessive, coordination, topic marking, part of indefinite pronouns), the particle =lo can be used as well in typologically less described contexts, such as constructions for collective numerals, converbal clauses, and as a part of the subordinating marker =lodːu and comitative marker -loj. The goal of this talk is to make a description of those contexts in which =lo is attested in Zilo Andi and to understand the semantic contribution of =lo in different functions. Special attention will be paid to the uses of =lo with universal quantifiers and different series of indefinite pronouns. I will also consider the semantics of =lo in combination with other components, especially with the emphatic (or also called antiadditive) particle =gu. Maisak, T. ""Endoclitics in Andi"" Folia Linguistica, vol. 55, no. 1, 2021, pp. 1-34. Verhees S. General converbs in Andi //Studies in Language. International Journal sponsored by the Foundation “Foundations of Language”, 2019. 43 (1). p. 195"
2022,11,29,Svetlana Zemicheva (HSE University),"Reading Group: Larsson, Egbert, Biber (2022) On the status of statistical reporting versus linguistic description in corpus linguistics: a ten-year perspective","This study investigates (i) whether there has been a shift towards increased statistical focus in corpus linguistic research articles, and, if so, (ii) whether this has had any repercussions for the attention paid to linguistic description. We investigate this through an analysis of the relative focus on statistical reporting versus linguistic description in the way the results are reported and discussed in research articles published in four major corpus linguistics journals in 2009 and 2019. The results display a marked change: in 2009, a clear majority of the articles exhibit a preference for linguistic description over statistical reporting; in 2019, the exact opposite is true. The number of different statistical techniques employed has also gone up. Whilst the increased statistical focus may reflect increased methodological sophistication, our results show that it has come at a cost: a diminished focus on linguistic description, evident, for example, through fewer text excerpts and linguistic examples, which appears to be symptomatic of increasing distance from the language that is the object of study. We discuss these shifts and suggest some ways of employing sophisticated statistical techniques without sacrificing a focus on language."
2022,11,22,"Chiara Naccarato, George Moroz, Konstantin Filatov, Asya Alekseeva, Anastasiya Ivanova, Maria Godunova, Maksim Melenchenko, Timofey Mukhin, Ilya Sadakov, Elena Shvedova (HSE University)",TALD (Typological Atlas of the Languages of Daghestan): Update,"In this talk we will report on some of the recent updates made to the Typological Atlas of the Languages of Daghestan. We will discuss some of the chapters that were recently uploaded to the website, as well as new topics that are currently being developed. In the final part of the talk we will address some practical questions that are still being solved, and the future steps we intend to take."
2022,11,15,Jesse Wichers Schreur (University of Groningen),Contact-induced change in Tsova-Tush: a small typology of clause combining,"Many ‘small’ languages of the Caucasus, especially those in Daghestan, have been known to be relatively stable in the last centuries in terms of their numbers of speakers (Daniel, Chechuro, et al. 2021, p. 523). Other ‘small’ languages, especially those spoken in Georgia and Azerbaijan, have been characterised by heavy language contact or language shift (or sometimes both), such as Khinalug (Rind-Pawlowski, p.c.), Kryz (Authier 2010) and Udi (Gippert 2008). The Nakh language Tsova-Tush has been spoken in Georgian-dominated territory since time immemorial, and shows heavy lexical borrowing (Desheriev 1953; Wichers Schreur 2021). An often noted, but not thoroughly investigated aspect of Georgian linguistic influence is the restructuring of the Tsova-Tush system of clause combining, especially subordination. In this talk, the most common types of Tsova-Tush subordinate clauses will be presented, along with their comparison to Georgian on the one hand, and to other Nakh languages on the other. This will give us the opportunity to hypothesise about the origin of the various subordination strategies, especially taking into account historical Tsova-Tush data. Furthermore, work in progress will be presented on Tsova-Tush ‘cosubordination’ and a possible system of switch-reference marking. Authier, G. (2010). “Azeri morphology in Kryz (East Caucasian)”. In:Turkic languages14, pp. 14–42 Daniel, M., I. Chechuro, et al.(2021). “Lingua francas as lexical donors: evidence from Daghestan”. In: Language97 (3), pp. 520–560 Desheriev, Y. D., [Дешериев] (1953). Bacbijskij jazyk.Fonetika, morfologija, sintaksis, leksika [The Batsbi language. Phonetics, morphology, syntax, lexicon]. Moscow, Leningrad: Akademija Nauk SSSR, Institut Jazykoznanija Gippert, J. (2008). “Endangered Caucasian languages in Georgia. Linguistic parameters of language endangerment”. In:Lessons from documented endangered languages. Ed. by K. D. Harrison, D. S. Rood, and A. Dwyer. Amsterdam: John Benjamins, pp. 159– 194. Wichers Schreur, J. (2021). “Nominal borrowings in Tsova-Tush (Nakh-Daghestanian, Georgia) and their gender assignment”. In:Language contact in the territory of the former Soviet Union. Ed. by D. Forker and L. A. Grenoble. Amsterdam: John Benjamins, pp. 15–33."
2022,11,15,Konstantin Filatov (HSE University),"Reading group: Kalinina, E., & Sumbatova, N. (2007). Clause structure and verbal forms in Nakh-Daghestanian languages. Finiteness: Theoretical and empirical foundations, 183-249.","This chapter addresses finiteness in the languages of the Nakh-Daghestanian (East Caucasian) group. We argue that none of the approaches mentioned above yields satisfactory results when applied to the Daghestanian data. We claim that the important oppositions in the verbal system of the Nakh-Daghestanian languages are based on the illocutionary force and information structure of the sentences where the verbal forms occur, rather than on the dependent/independent distinction or the presence/absence of inflectional categories. Hence, the data of the Nakh-Daghestanian languages shed a new light on the definition of finiteness in terms of verb properties."
2022,11,8,Yury Lander (HSE University),Describing narrow focus marking: a typological framework,"In this talk I discuss the diversity of constructions expressing narrow focus (also called “argument focus” by Lambrecht (1994) but including focalization of some adjuncts) and suggest a framework for describing the typology of (primarily monoclausal) narrow focus constructions. This framework, which was originally based on a scheme similar to Nichols’s (1986; 1992) “locus of marking” typology as modified in Lander & Nichols (2020), can be also considered a development of typological schemes proposed by Creissels (1978), Aannerstaad (2021) and possibly some others. At the time of writing this abstract, however, I also hope to spend some parts of the talk touching upon the problems with this approach and discussing if it may become something more than a tool for description. References Aannestad, A. A. (2021). A Typology of Morphological Argument Focus Marking. MA thesis. The University of North Dakota. Creissels, D. (1978). Réflexions au sujet de l'article de Maurice Coyaud: ""Emphase, nominalisations relatives"". La linguistique, 14(Fasc. 2), 117-141. Lambrecht, K. (1996). Information structure and sentence form: Topic, focus, and the mental representations of discourse referents. Cambridge University Press. Lander, Yu., & Nichols, J. (2020). Head/dependent marking. In M. Aronoff (ed.), Oxford Research Encyclopedia of Linguistics. Nichols, J. (1986). Head-marking and dependent-marking grammar. Language, 56-119. Nichols, J. (1992). Linguistic diversity in space and time. University of Chicago Press."
2022,11,8,Anastasia Yakovleva (HSE University),Reading Group: Martti Leiwo (2020) L2 Greek in Roman Egypt: Intense language contact in Roman military forts,"This paper will focus on analysing user-related variation in Greek inEgypt as seen through potsherd letters (ostraka) of the residents of Roman forts,praesidia, in the Eastern Desert of Egypt. The letters can be dated to the ﬁrst andsecond centuries CE. I suggest that the linguistic situation in the forts can beseen as evidence of extensive language contact that was connected with theconsiderable economic activity of the Roman Empire. All military forts hadseveral L2 Greek speakers of various ethnicity. In what follows I will suggestthat Roman soldiers and their civil partners had created a system that can bedescribed as a feature pool of Greek variables. I suggest that the data from Egyptshow that L2 speakers of Greek had an effect on Greek at all grammatical levels,strengthening existing and ongoing endogenous changes by creating sub-stantial contact-induced variation in phonology as well as in morphosy-ntax and even phraseology. The intense language contact suggests, in myopinion, that language dynamics of this period follow the resilience theory,where various different phases of the adaptive cycle can be simultaneous, asalmost all possible varieties of Greek, from historical High Attic to MultiethnicGreek are in use."
2022,10,25,"Sara Zadykian (independent researcher), Polina Artemeva (independent researcher)",The Botlikh fieldtrip of August 2022: the materials collected and the conclusions made about the semantics of -ɬːu and -ɬi spatial markers,"In this talk we plan to give a brief overview of the collected materials which include recordings of texts, an experiment and questionnaires; we also plan to present the conclusions made about the semantics of -ɬːu and -ɬi spatial markers based of the collected data."
2022,10,25,Daria Ryzhova (HSE University),Approaching (verbal) colexifications in Andic dictionaries,"Theoretical linguistics, especially cognitive semantics, has developed many theories about types of semantic relations between different meanings of one and the same word. Until recently, these approaches were based on rather limited data, mostly coming from the so-called SAE languages. With the emergence of a large number of digitalized dictionaries and wordlists (and of the CLICS database that aggregates them), huge amounts of data on colexifications in various languages became available. One of the topical tasks for lexical semantics now is to check whether all these data fit into the existing classifications of semantic shifts. In this talk, I will discuss my first attempt to classify colexifications found in Andic dictionaries according to semantic relationship within a pair of colexified meanings."
2022,10,18,"Konstantin Zaitsev (HSE University), Anzhelika Minchenko (HSE University)",Automatic Detection of Borrowings in Low-Resource Languages of the Caucasus: Andic Branch,"We would like to present to you a logistic regression model that automatically detects borrowings in Andic languages. We will describe how we improved our model's quality using feature analysis and a language model approach. Finally, we would like to discuss our study results and future research."
2022,10,18,George Moroz,Morphological transducers: from 0 to 40 000 forms,"In this talk I will cover some aspects of morphological transducers (created with lexd and twol tools) and their application to East Caucasian languages. Nick Howell (one of the developers of lexd) and I have collaborated on this project since 2020 and several transducers were created under our supervision. In this talk I will try to cover the pipeline and possible results of this work using examples from Rutul, Agul, Chamalal, Botlikh, and several dialects of Andi."
2022,10,18,Tatiana Kazakova (HSE University),Morphological transducer for Even,In this talk I will discuss the creation of a morphological transducer for Bystraja Even language and some problems that emerged during this process.
2022,10,18,Daniil Ignatiev (HSE University),Exploring the limits of HFST tools,"HFST is a mature framework for natural language processing that has been around for many years. In this report, we describe how various HFST tools can be applied to Nakh-Dagestanian languages, and discuss the benefits and limitations imposed by this approach. The claims are illustrated by examples from Bagvalal."
2022,10,11,Ilya Makarchuk,Towards a typology of “small” eventualities: on discontinuatives and verbal diminutives,"Languages of the world sometimes have verbal derivations for eventualities that are incomplete, deficient or in other way lesser than the norm. Such derivations come in very different forms. This talk is about a subset of such derivations: on what I called discontinuatives and verbal derivations exemplified by (1) and (2) respectively. On the first glance they seem very similar, but, as I show in the talk, they behave differently. I will look at behaviour of the derivations with different aspectual classes, show where these behaviours differ and propose an analysis of their semantics. (1) vašʲa uj-a suxala-kala-r-ě Vasya field-DA plow-KALA-PFV-3SG ‘Vasya plowed (the same) field with interruptions.’ (Chuvash; Tatevosov 2006) (2) Zan kontan sant-sante. Jean like.SF sing-sing.LF ‘Jean likes humming (different melodies).’ (Mauritian Creole; Henri, Winterstein 2014)"
2022,10,11,Polina Nasledskova,Reading group: Rice (2006) Ethical issues in linguistic fieldwork,"Ethical issues in linguistic fieldwork have received surprisingly little direct attention in recent years. This article reviews ethical models for fieldwork and outlines the responsibilities of linguists involved in fieldwork on endangered languages to individuals, communities, and knowledge systems, focusing on fieldwork in a North American context."
2022,10,4,Yuri Koryakov,Jalgan-Mitagi Tat: sociolinguistics and affiliation,"In my talk, I would like to tell about the sociolinguistic situation in a small Tat community in the south of Dagestan which we visited this summer. Jalgan-Mitagi Tat appeared to be quite a living language, which is still spoken by some children. Nevertheless, language shift is in progress and now efforts can be made to stabilize the situation. I will also touch upon the place of JM Tat within the Tatic group, which includes closely-related varieties originally spoken in North-Eastern Azerbaijan and Southern Dagestan. Finally, I will discuss an attempt to use a writing system for JM Tat, against the background of other projects for the alphabetization of Tat"
2022,10,4,Timur Maisak,Reading group: Cysouw and Forker (2009),"I suggest to read a paper by Cysouw and Forker (2009) on Tsezic languages: the authors look at the encoding of certain (nonspatial) functions by spatial cases in the modern languages and a) try to reconstruct the Proto-Tsezic encodings of these functions, b) look whether it is possible to draw a genealogical tree based on the distribution of nonspatial uses of spatial cases. Additionally, I recommend another paper by Forker (2010) which you can look into if you find the data in the 2009 paper insufficient; the 2010 paper has more examples of the usage of nonspatial cases. Our main paper for discussion will be Cysouw and Forker (2009). Both papers are attached. Cysouw, Michael and Diana Forker. ""Reconstruction of morphosyntactic function: Nonspatial usage of spatial case marking in Tsezic."" Language, vol. 85 no. 3, 2009, p. 588-617. https://doi.org/10.1353/lan.0.0147 Forker, Diana. ""Nonlocal uses of local cases in the Tsezic languages."" Linguistics, vol. 48, no. 5, 2010, p. 1083-1109. https://doi.org/10.1515/ling.2010.035"
2022,9,20,Alina Russkikh,Typologically oriented questionnaire for describing additive functions,"This talk presents a typologically oriented questionnaire for describing additive functions. The typological study of additives (Forker 2016) shows that there is a list of common additive functions which are connected to each other semantically and сan be represented on a semantic map. This questionnaire takes into account existing studies on additive particles, my own field experience of researching functions of additives in Turkic languages, and methodological aspects of elicitation. This particular questionnaire tests 14 additive functions: additive, scalar additive, standard concessive constructions, concessive conditionals, coordination, converbial clause, collective numerals, universal quantifiers, indefinite pronouns, mirative, contrastive topic, conjunctional adverb. In addition to a detailed discussion on additive functions and the reasons for choosing them to test in the questionnaire, I will consider ways to distinguish between functions semantically close to each other and possible problems that may be raised during elicitating stimulus with additive particles."
2022,9,20,Ivan Netkachev (HSE University),Multifunctional additive particles in Rutul dialects: a microtypology,"In this talk, I discuss the functions of additive particles in 12 dialects of Rutul language (< Lezgic < East Caucasian). I show that, although those dialects are generally mutually intelligible, there is a significant variation with respect to the functions that the additive particles may perform. I discuss (i) their ability to conjoin NPs («A and B»), (ii) their semantics (whether they can have scalar additive semantics or not), (iii) their ability to cooccur with other coordinating particles, (iv) their occurrence in various series of indefinite pronouns (specific vs. non-specific, free-choice) and (v) their occurrence in concessive and concessive-conditional clauses. Then I build up a microtypology based on those parameters, and sketch out the emerging theoretical generalisations."
2022,9,13,"Timofei Dedov (HSE University), Samira Verhees (independent researcher)","A database for Arabic, Persian, and Turkic loanwords in Dagestanian languages","In this talk we will present the DAG<APT database. The database currently contains lexemes from Dagestanian languages that have been established as borrowings from Arabic by Zabitov (2001). We intend to digitize more etymological sources in a similar manner. The goal is to create a comprehensive database of borrowings from major contact influences like Arabic, Persian, and Turkic languages into Dagestanian languages. In our talk we explain the design of the database and we discuss our plans and ideas for the future."
2022,9,13,Ilya Sadakov,Update: Tsnal Lezgian Spoken Corpus,"This short talk will be an update on my work with the Tsnal Lezgian Spoken Corpus. After a brief introduction, I would like to discuss any noticed features of the variety. Some of them might be distinctive within the Jark'i dialect of Lezgian, to which the Tsnal variety presumably belongs (Mejlanova 1964). Reading Group G. Moroz Barth , D , et al. (2021). Language vs individuals in cross-linguistic corpus typology. in G. Haig, S. Schnell & F. Seifart (eds) Doing corpus-based typology with spoken language data: State of the art. University of Hawai'i Press, Honolulu, pp. 179--232."
2022,6,28,"Polina Nasledskova, Tatiana Philippova",Postpositions in East Caucasian? An areal-typological study of a category development,"In our brief talk we will report on our progress in the areal-typological study of postpositions in East Caucasian languages. We will show you the three chapters and several maps that we have contributed to the Typological Atlas of the languages of Daghestan, highlighting the key results obtained. After that, we will present our theoretical ideas on how to analyze the emerging category of postpositions in East Caucasian."
2022,6,28,Samira Verhees,Language vitality and attitudes in Botlikh (Dagestan),"Botlikh - a minor unwritten language of Dagestan - is evaluated by UNESCO as ""definitely endangered"", which means the language is no longer passed on to children. Like many Dagestanian languages, Botlikh is under pressure from Russian as the language of socio-economic mobility. Additionally, Botlikhs have been subsumed under Avars since the 1930s as part of linguistic and ethnic planning policies of the Soviet Union, and their language is still not officially recognized. As a result, there are no resources for the language besides two academic dictionaries that are not for sale to the public. Despite all these factors that we might expect to have a negative impact on language vitality, the language seemed rather alive to me during my trips to Botlikh. I observed children of different ages speaking Botlikh at home as well as to their peers. In the village Miarso I even collected language data at the local school, where all of the children were proficient in the language. So I decided to conduct a survey among speakers of Botlikh to learn more about their language habits and how they view their own language: with whom do they speak it, do they find it important to pass it on to the next generation, and how do they see the future of the language. In the talk I will discuss the results of my survey and the method I used to collect data from Dagestan remotely."
2022,6,14,Nikita Beklemishev (HSE University),History of the spread of /f/ in southern Daghestan,"Among Nakh-Daghestanian languages, /f/ is found in the inventories of most Lezgic languages and Khinalugh. In early comparative works (e.g. Gigineyshvili 1977) the presence of /f/ was considered a Lezgic innovation, but, as it turns out, there might be an areal trace. I suggest that the sound was introduced to some languages through lexical borrowing, and to some others through inheritance. As a consequence, /f/ has different degrees of phonological “entrenchment”, and different patterns of distribution across lexicon. Notably, all f-languages are located in southern Daghestan and have been under strong influence from Azerbaijan. My goal is to examine the phonemic status of /f/ in the languages of southern Daghestan, to survey the ways how, and time intervals when, it might have appeared or have been introduced, and to discuss how one single process could have been applied to different languages in different ways. I will discuss several methods to evaluate the phonological entrenchment of /f/ and ways to determine the probable donor of /f/ as a borrowed phoneme, as well as complex areally-genetic generalizations that the study delivers."
2022,6,7,Maksim Melenchenko,Dialectal variability and diachrony of numeral systems in East Caucasian languages,"According to the traditional overviews, languages of the East Caucasian family have decimal, vigesimal, or mixed numeral systems. Using data from grammars and dictionaries, I have tried to explore the variability of these numeral systems and their morphological features in detail, focusing on isoglosses between languages and their dialects. In the talk, I will present the results of this research and discuss several cases of dialectal variability of numeral systems and their possible implications for diachrony of numeral systems in the family. The found results call into question the consensual opinion that vigesimality is „native“ for East Caucasian languages and that it existed in proto-East Caucasian."
2022,5,31,"Rita Popova, Michael Daniel (HSE University)",Size matters? Testing size effects in gender assignment in four East Caucasian languages,"In this study we test for referent size effects in nominal classifications of four East Caucasian languages. It was suggested by Kibrik (1977) that in Archi, Lezgic, assignment of nouns to Gender 3 and Gender 4 shows tendencies based on referent size. The idea has been echoed in Corbett (1991), Corbett & Fedden (2018) who suggest, more specifically, that, in Archi, big entities are assigned to Gender 3. For Lak, in his discussion of the reconstruction of the «original» system of class assignment, Zhirkov (1955) proposes that historically Gender 3 was assigned to all animals, natural phenomena, round-shaped and large objects. To our knowledge, for other Lezgic languages that are genealogically related to Archi and show a similar four-way classification (i.e. have two inanimate genders in addition to feminine and masculine), no such effects have been reported, whether because they are weaker or absent altogether. The aim of this talk is to statistically test the hypothesis of referent size effects for Lak, Archi, Rutul and Tsakhur. What we want to see is whether Archi is indeed so different in this respect from Rutul and Tsakhur, its sister languages, and whether it is similar to Lak, its neighbour. We will first classify and refine the original hypotheses. We suggest that three different types of effects can in principle be expected, including absolute size effects observed in the lexicon at large (pace Corbett and Zhirkov), categorial size effects observed within specific conceptual categories (pace Kibrik) and, finally, referent size effects leading to flexible gender assignment (again, pace Kibrik; see also Di Garbo 2013, Di Garbo 2014, Di Garbo & Agbetsoamedo 2018), the latter functionally akin to diminutives and augmentatives (Grandi 2015). We then review cross-linguistic evidence of any of the three types. Next, we will discuss methods to detect such effects in a statistically meaningful way. Unlike shape or conceptual categories, size is not based on a (nearly) categorical judgment, such as ‘is.human’ or ‘is.round’, but is a relative and scalar category based on judgments like ‘is.bigger’ or ‘is.smaller’. It is not immediately clear how to manually annotate referent size or establish thresholds for entities to be judged absolutely big or small. This may be the reason why they are rarely mentioned in overviews of East Caucasian nominal classifications (Xajdakov 1980, Ivanova 2019). We decided to run several experiments about size judgments, for which we used Russian speakers in the hope that size judgments will have at least some cross-linguistic validity. After running two different experiments (and also using data from McRae et al. (2005) and Binder et al. (2016)), we collected a small database of concepts that made it possible to check for different types of size effects, not only in the four languages in the analysis, but also, in principle, for any language. To test for correlations between being small and Gender 4 and being large and Gender 3, we mapped the concepts of the database onto nominal vocabularies of the four languages. We do not observe absolute size effects in gender assignment. We do observe categorial size effects in some but not other tested conceptual categories. Referent size as reflected in flexible gender assignment has not been tested experimentally; in Archi, it seems to be more lexically limited than in the systems discussed by Di Garbo in African languages, and requires further investigation. References: Binder, J. R., Conant, L. L., Humphries, C. J., Fernandino, L., Simons, S. B., Aguilar, M., & Desai, R. H. (2016). Toward a brain-based componential semantic representation. Cognitive neuropsychology, 33(3-4), 130–174. Corbett G. (1991). Gender. Cambridge: Cambridge University Press, 1991. Di Garbo, F. (2013). Evaluative morphology and noun classification: A cross-linguistic study of Africa. Skase Journal of Theoretical Linguistics, 10(1), 114–136. Di Garbo, F. (2014). Gender and its interaction with number and evaluative morphology: An intra-and intergenealogical typological survey of Africa (Doctoral dissertation).Department of Linguistics, Stockholm University. Di Garbo, F., & Agbetsoamedo, Y. (2018). Non-canonical gender in African languages: A typological survey of interactions between gender and number, and between gender and evaluative morphology. In S. Fedden, J. Audring, & G. G. Corbett (Eds.), Non-canonical gender systems Oxford University Press. Fedden, S., & Corbett, G. G. (2018). Extreme classification. Cognitive Linguistics, 29(4). Grandi, N. (2015). Edinburgh Handbook of Evaluative Morphology. Edinburgh University Press. Ivanova, V. (2019). Korreljacija mezhdu imennym klassom i semantikoj i fonetikoj suschestvitel’nogo v nakhsko-dagestanskikh jazykakh [Correlation between the noun class and semantics and phonetics of the noun in the Nakh languages]. Kibrik, A., Olovjannikova, I., & Samedov, D. (1977). Opyt strukturnogo opisanija archinskogo jazyka [Structural description of Archi] (Vol. 1). Izd-vo Moskovskogo universiteta. McRae, K., Cree, G. S., Seidenberg, M. S., & McNorgan, C. (2005). Semantic feature production norms for a large set of living and nonliving things. Behavior research methods, 37(4), 547–559. Xajdakov, S.M. Principy imennoj klassifikacii v dagestanskih yazykah. M.: Izdatel'stvo Nauka, 1980. Zhirkov, L. (1955). Lakskij jazyk [Lak Language]. Fonetika i morfologija. M.: Izd-vo AN SSSR"
2022,5,24,"Gasangusen Sulaibanov (École Pratique des Hautes Études - PSL, Paris, France)",Сложные глаголы с идеофонами в диалекте даргинского языка с. Цугни,"В цугнинском диалекте даргинского языка в ходе анализа было выявлено более ста лексических единиц, которые можно было рассматривать как идеофоны. Эти лексические единицы используются с вспомогательными глаголами и образуют подкласс ковербов. Количество глаголов, используемых в ковербиальных конструкциях с идеофонами, ограничено примерно десятью глаголами. Но только некоторые из этих глаголов имеют чрезвычайно продуктивное использование. В докладе будут представлены классификация идиофонов а также особенности взаимодействий идиофонов с различными вспомогательными глаголами."
2022,5,17,Timur Maisak,Morphological marking of “meditative” questions in Nakh-Daghestanian languages,"In the talk I will present the results of a pilot study of “meditative” questions, a special semantic type of non-canonical questions, which normally do not require an answer and can even be asked in the absence of an addressee (cf. ‘I wonder’-questions in English or ‘интересно’-questions in Russian). In a number of Nakh-Daghestanian languages, questions of this type have dedicated morphological marking (suffixes or enclitics), although there seems to be no systematic study of their marking types. I will look at the marking of meditative questions in comparison with the marking of ordinary (polar and content) and indirect questions in several languages of the family. I will also briefly discuss the typical contexts where meditative questions are found in texts."
2022,4,26,"Светлана Амосова (Еврейский музей и центр толерантности, ИСл РАН), Михаил Васильев (Центра «Сэфер», ИЯ РАН)","Евреи Дагестана: история, современное состояние этнической группы и памятники материального наследия","В первой части доклада речь пойдет об этнической группе Дагестана, которую называли и называют по-разному: горские евреи, таты, евреи Дагестана, джуури и Кавкази. Мы расскажем, что означают все эти термины, откуда они появились, рассмотрим разные точки зрения на этногенез этой группы, поговорим о территории проживания и диалектах языка, как складывались в разное время отношения с другими этническими группами Северного Кавказа. Кроме того, на материалах экспедиций последних нескольких лет мы покажем особенности современной идентичности этой группы, как она менялась на протяжении XX в. Во второй части мы познакомимся с памятниками материального наследия горских евреев в Южном Дагестане, которые представлены главным образом сохранившимися зданиями синагог, а также горско-еврейскими кладбищами XVII – XX вв. При этом мы покажем, как при недостатке других письменных свидетельств надгробная эпиграфика становится одним из важнейших источников сведений о географии расселения и локальной истории небольших еврейских общин, проживавших в удалённых районах Южного Дагестана и прекративших существование в начале XX в. В заключении мы на примере экспедиций Центра «Сэфер», проводившихся в 2018 – 2020 гг., кратко расскажем об особенностях и сложившейся практике исследований по изучению традиционной и современной культуры, а также наследия горских евреев как в регионах традиционного проживания, так и в диаспоре."
2022,4,19,"Matthew Carter (University of California, San Diego)",Polyfunctional Argument Markers in Ket: Implicative Structure within the Word,"Ket is the last of the indigenous Yeniseian languages of central Siberia. Ket indexes both subjects and direct objects on the verb, but the way in which this is done varies significantly from one lexeme to another, forming a fairly complex system of inflectional classes (Nefedov & Vajda 2015). There is substantial reuse of material across different classes, such that the same marker may be the sole marker of the subject (1), or a co-exponent of the subject with another marker (2), or an object marker (3), depending on the verb. Furthermore, several argument markers represent a fusion or reanalysis of historically distinct markers, and alternatively or simultaneously encode completely orthogonal functions, (marking tense, cf. 4 and 5), or serve no obvious function. This situation, wherein same marker systematically encodes different functions across different lexemes, is known as Polyfunctionality (Stump 2015). It represents a type of complexity of exponence (Anderson, 2015), a phenomenon wherein there is a non-isomorphic or otherwise opaque relationship between units of meaning (e.g. tense, person) and the formal units which are used encode them (e.g. affixes, stem alternations). Polyfunctionality of the type seen in Ket would seem to present a communicative challenge in decoding; If the same marker can encode many different functions across different lexemes within the same subsystem of the morphology, on an arbitrary basis, how does a Ket listener understand which of the possible functions is intended in the given instance? This problem is made more acute by the fact that the language is pro-drop and exclusively head marking with regard to core syntactic arguments (Kotorova & Nefedov 2016).  The potential communicative challenges presented by complex form~meaning mappings has been a major focus of much recent work in morphological complexity (Ackerman et al. 2009, Ackerman & Malouf 2015, Sims & Parker 2016). Such work has largely focused on the question of how speakers of morphologically complex languages predict forms which they have never directly encountered (the so-called Paradigm Cell Filling Problem). If a language can encode the same information in many different ways (via affix allomorphy, stem changes etc.), how does a speaker know how to encode the information in any given form, provided that they have never encountered that form before? As a solution, such work implicates the property of inflectional paradigms known as implicative structure (Wurzel 1984). The morphology of a language exhibits implicative structure if known forms of a lexeme provide clues to unknown forms, such that all cells in a paradigm can be predicted from some subset of these cells. By hypothesis, form~meaning mappings in a language may be complex, provided that the necessary form can be predicted in any given instance (the Low Conditional Entropy Conjecture).  However, this work has largely not focused on the role that implicative structure may play in decoding, as opposed to encoding, complex form~function mappings, nor on the role of implicative structure in syntagmatic, as opposed to paradigmatic, structure. Using data drawn from both published sources and original fieldwork, this paper demonstrates that in Ket, although individual argument markers are often highly polyfunctional, they are organized into networks of implicative relations which greatly reduce uncertainty with regard to their function in any particular instance. In other words, the range of possible functions for a particular argument marker can be greatly reduced by observing which other argument markers are present or absent in the same wordform, and which features those encode (cf. 6 and the dependency graph in 7). In this way, uncertainty with regard to the function of the wordform can be kept low, even without reference to the syntactic context or knowledge of paradigmatically related forms. As a case study, Ket is suggestive of a sort of “Low Conditional Entropy Conjecture in decoding”, wherein individual markers may be highly polyfunctional, provided that their functions can be determined in any given instance. The role of syntagmatic implicative structure in achieving this in Ket underscores the point made by Sims and Parker (2016) that the amount of work done by implicative structure is a point of cross-linguistic variation. It also makes predictions for other head-marking languages with very high complexity of exponence. "
2022,4,12,"Evgeniya Korovina (Institute of Linguistics, RAS)",Borrowings and contacts in basic vocabulary and classification,"Despite the fact that, by definition, the basic vocabulary consists of words that are borrowed least often, borrowings in this part of the lexicon happen regularly. This ranges from highly visible loanwords from languages of other families, such as Spanish borrowings in the languages of the indigenous population of Latin America, as well as hard-to-find loanwords and structural parallelism (homoplasy) between languages within the same subgroup. Cases of the second kind are especially typical for the so-called dialect chains, where it is sometimes difficult to draw a line between idioms, as well as in situations of significant phonetic conservatism of languages. Using examples from the history of, first of all, the languages of Central America and Polynesia, in my talk I'll try to consider ways to formally mathematically identify such situations."
